iteration,Router,CacheOccupancy,CacheOccupancyPct,CMBA,Latency_ms,CHR
3,Router6,0,0.0,8.013636,203.950281,0.3677
3,Router7,1,6.6667,8.434011,249.865221,0.604028
3,Router8,0,0.0,0.593298,85.735929,0.470569
3,Router9,0,0.0,4.03149,183.05862,0.407775
3,Router10,1,6.6667,9.453731,12.676279,0.1899
3,Router11,0,0.0,1.340238,91.10947,0.629853
3,Router12,1,6.6667,9.401409,45.976988,0.154041
3,Router13,1,6.6667,6.766482,281.740079,0.489458
3,Router14,0,0.0,2.078314,202.373632,0.65551
3,Router15,0,0.0,3.451972,152.960349,0.9811
3,Router16,0,0.0,8.69378,213.021719,0.656259
3,Router17,0,0.0,8.580861,131.072337,0.769277
3,Router18,0,0.0,3.506966,32.255382,0.411108
3,Router19,1,6.6667,8.390533,46.427194,0.014867
3,Router20,1,6.6667,8.193313,243.579647,0.807481
3,Router21,1,6.6667,8.375929,278.26808,0.055773
3,Router22,0,0.0,2.184376,204.135762,0.564207
3,Router23,0,0.0,6.935069,280.514346,0.767803
3,Router24,1,6.6667,7.361283,242.432256,0.679528
3,Router25,1,6.6667,3.340247,22.393307,0.899847
3,Router26,1,6.6667,7.058203,196.598347,0.444692
3,Router27,0,0.0,9.561451,90.514026,0.609234
3,Router28,0,0.0,4.831351,193.308358,0.125973
3,Router29,1,6.6667,6.901999,167.172189,0.693728
3,Router30,1,6.6667,9.080031,69.388849,0.494272
3,Router31,0,0.0,9.2745,81.426698,0.267092
3,Router32,0,0.0,5.919232,34.227986,0.666391
4,Router1,0,0.0,4.988603,87.070304,0.193936
4,Router2,1,6.6667,6.137761,207.521504,0.93802
4,Router3,0,0.0,4.59913,275.937823,0.471218
4,Router4,0,0.0,6.44718,79.303076,0.169257
4,Router5,1,6.6667,4.930159,198.098706,0.152939
4,Router6,1,6.6667,3.826375,176.626597,0.291307
4,Router7,0,0.0,4.053735,29.311075,0.28332
4,Router8,1,6.6667,9.625697,193.001486,0.10606
4,Router9,0,0.0,7.90525,258.962524,0.466866
4,Router10,1,6.6667,9.882285,204.733105,0.703792
4,Router11,0,0.0,1.629561,33.101227,0.258322
4,Router12,0,0.0,5.970322,279.360836,0.08977
4,Router13,0,0.0,3.955492,169.183737,0.163183
4,Router14,0,0.0,6.514362,272.37824,0.452376
4,Router15,1,6.6667,0.999085,158.572057,0.810956
4,Router16,1,6.6667,5.171594,241.238906,0.913558
4,Router17,1,6.6667,1.244059,142.403486,0.892569
4,Router18,0,0.0,7.223106,190.51094,0.257125
4,Router19,1,6.6667,1.984878,202.128708,0.778728
4,Router20,1,6.6667,5.465849,11.614524,0.266274
4,Router21,0,0.0,6.814578,1.176239,0.423244
4,Router22,1,6.6667,5.9074,96.127473,0.058108
4,Router23,1,6.6667,7.697067,36.622213,0.909117
4,Router24,0,0.0,9.290272,259.690611,0.608919
4,Router25,1,6.6667,6.921355,16.066512,0.42525
4,Router26,0,0.0,5.455451,84.126341,0.742432
4,Router27,0,0.0,10.015562,27.709646,0.268482
4,Router28,0,0.0,5.532095,104.608629,0.80549
4,Router29,0,0.0,5.400092,2.198264,0.832101
4,Router30,0,0.0,6.918294,240.754559,0.794654
4,Router31,1,6.6667,8.933935,284.218264,0.202689
4,Router32,0,0.0,0.835137,15.08872,0.708358
5,Router1,0,0.0,1.586923,241.035808,0.889373
5,Router2,0,0.0,6.327397,92.301639,0.306895
5,Router3,0,0.0,9.456174,285.504465,0.121693
5,Router4,0,0.0,9.842085,12.382237,0.332333
5,Router5,0,0.0,0.464533,119.631764,0.003192
5,Router6,1,6.6667,3.109045,108.292322,0.976444
5,Router7,0,0.0,9.483998,255.222753,0.675983
5,Router8,1,6.6667,4.749463,100.189098,0.028931
5,Router9,1,6.6667,8.486245,120.114584,0.249741
5,Router10,1,6.6667,8.851806,273.2462,0.680418
5,Router11,1,6.6667,5.102495,226.202183,0.457878
5,Router12,0,0.0,8.213531,118.847565,0.612406
5,Router13,0,0.0,4.243336,159.020587,0.750151
5,Router14,0,0.0,8.953666,48.438518,0.034696
5,Router15,0,0.0,8.371536,98.51837,0.382607
5,Router16,0,0.0,2.99121,157.775609,0.109319
5,Router17,0,0.0,4.662788,118.20171,0.351239
5,Router18,0,0.0,9.016249,79.24192,0.834712
5,Router19,1,6.6667,1.449376,286.644958,0.68325
5,Router20,0,0.0,8.781939,97.651109,0.770509
5,Router21,0,0.0,0.490802,91.415607,0.0
5,Router22,0,0.0,9.510549,127.109912,0.882851
5,Router23,0,0.0,8.079368,221.685582,0.892017
5,Router24,0,0.0,5.298915,254.976878,0.581613
5,Router25,0,0.0,6.256337,136.306785,0.964448
5,Router26,1,6.6667,6.372486,177.576123,0.13395
5,Router27,0,0.0,4.140673,232.719321,0.898972
5,Router28,1,6.6667,6.586443,114.349652,0.033584
5,Router29,0,0.0,7.389981,217.770882,0.579778
5,Router30,1,6.6667,9.740056,35.801664,0.197386
5,Router31,0,0.0,2.449078,277.1705,0.482677
5,Router32,0,0.0,5.554575,168.984667,0.978875
6,Router1,0,0.0,6.131133,246.070743,0.125278
6,Router2,0,0.0,5.276529,165.641232,0.959555
6,Router3,1,6.6667,3.59875,231.954674,0.656419
6,Router4,0,0.0,4.867717,12.973875,0.523381
6,Router5,0,0.0,3.122285,68.671323,0.839837
6,Router6,1,6.6667,1.272229,243.938843,0.628121
6,Router7,0,0.0,4.77179,237.573937,0.376657
6,Router8,0,0.0,9.937488,43.041277,0.786533
6,Router9,0,0.0,7.596845,10.538839,0.661239
6,Router10,0,0.0,0.978321,298.336233,0.427455
6,Router11,0,0.0,2.57661,216.252394,0.427535
6,Router12,0,0.0,1.807196,85.543674,0.729199
6,Router13,0,0.0,2.9239,215.149052,0.949932
6,Router14,1,6.6667,2.071171,70.483303,0.259241
6,Router15,0,0.0,7.347435,281.333971,0.432212
6,Router16,1,6.6667,8.391578,277.18356,0.346105
6,Router17,0,0.0,7.992969,269.55226,0.747384
6,Router18,1,6.6667,9.5552,5.319641,0.872414
6,Router19,0,0.0,2.288903,230.373227,0.983053
6,Router20,1,6.6667,4.350854,132.355348,0.260274
6,Router21,0,0.0,2.771823,189.190631,0.148693
6,Router22,0,0.0,6.35529,120.549921,0.427452
6,Router23,0,0.0,1.919698,224.756144,0.685037
6,Router24,0,0.0,3.483808,35.609953,0.046695
6,Router25,0,0.0,3.764706,159.355478,0.090768
6,Router26,0,0.0,0.937278,285.557053,0.802769
6,Router27,0,0.0,8.558309,133.793432,0.102755
6,Router28,0,0.0,4.941158,285.549204,0.147042
6,Router29,0,0.0,3.641859,106.028795,0.133035
6,Router30,0,0.0,4.674006,19.576981,0.847042
6,Router31,0,0.0,2.434591,221.485325,0.747789
6,Router32,0,0.0,7.274697,87.053333,0.850432
7,Router1,0,0.0,4.057951,52.319105,0.649382
7,Router2,0,0.0,9.807685,183.491712,0.817872
7,Router3,1,6.6667,6.161101,104.103458,0.368596
7,Router4,0,0.0,0.968081,233.700959,0.416396
7,Router5,1,6.6667,2.808398,180.083905,0.195448
7,Router6,0,0.0,9.320325,270.83218,0.398261
7,Router7,0,0.0,2.294867,70.88881,0.128511
7,Router8,1,6.6667,4.102401,177.318203,0.598658
7,Router9,0,0.0,3.01281,229.386582,0.878266
7,Router10,0,0.0,9.121125,89.551226,0.536867
7,Router11,0,0.0,1.305756,212.299522,0.955611
7,Router12,0,0.0,5.253524,94.88906,0.839556
7,Router13,0,0.0,7.894842,13.178606,0.849536
7,Router14,0,0.0,1.226599,59.632216,0.853833
7,Router15,0,0.0,7.454861,292.091631,0.643057
7,Router16,0,0.0,2.394915,249.062069,0.65759
7,Router17,0,0.0,4.107114,36.704578,0.563979
7,Router18,0,0.0,5.162899,58.493631,0.483879
7,Router19,1,6.6667,3.351056,164.240608,0.680406
7,Router20,1,6.6667,7.280394,128.074035,0.512506
7,Router21,0,0.0,8.353386,183.038767,0.999744
7,Router22,0,0.0,8.983318,71.700594,0.69743
7,Router23,1,6.6667,3.004816,209.054453,0.224393
7,Router24,0,0.0,9.879035,243.6294,0.43734
7,Router25,0,0.0,1.398671,105.860664,0.559427
7,Router26,0,0.0,6.589298,3.826861,0.282507
7,Router27,1,6.6667,1.908947,201.81603,0.364984
7,Router28,0,0.0,8.185268,52.594971,0.777886
7,Router29,0,0.0,9.499053,271.369843,0.018001
7,Router30,1,6.6667,1.043159,283.274776,0.357514
7,Router31,0,0.0,2.213027,214.167954,0.19558
7,Router32,1,6.6667,3.856713,113.072429,0.281006
8,Router1,0,0.0,7.736366,54.606536,0.824591
8,Router2,0,0.0,6.254967,40.637403,0.402521
8,Router3,0,0.0,0.54931,172.396732,0.847368
8,Router4,1,6.6667,9.178836,124.28462,0.154007
8,Router5,0,0.0,0.263375,48.650979,0.285376
8,Router6,1,6.6667,1.09149,293.469738,0.143458
8,Router7,0,0.0,8.145828,83.365155,0.603079
8,Router8,0,0.0,8.50631,131.419349,0.369992
8,Router9,0,0.0,5.359259,122.576619,0.397576
8,Router10,0,0.0,6.867003,212.129301,0.689406
8,Router11,1,6.6667,8.07897,296.145566,0.170802
8,Router12,0,0.0,9.214323,109.33406,0.74331
8,Router13,0,0.0,2.291821,212.524464,0.903159
8,Router14,1,6.6667,0.423484,305.256665,0.266193
8,Router15,0,0.0,1.183149,73.272926,0.723342
8,Router16,0,0.0,3.609446,211.803404,0.244229
8,Router17,0,0.0,1.348014,141.936955,0.062487
8,Router18,1,6.6667,6.312911,56.949527,0.974855
8,Router19,0,0.0,3.793229,162.868206,0.39347
8,Router20,0,0.0,4.75794,163.969535,0.455915
8,Router21,0,0.0,6.787402,203.983504,0.455926
8,Router22,1,6.6667,1.030936,146.472538,0.178581
8,Router23,0,0.0,5.76476,101.367777,0.500052
8,Router24,1,6.6667,7.387357,237.899639,0.108244
8,Router25,0,0.0,7.57952,161.384877,0.939799
8,Router26,0,0.0,9.710735,226.187745,0.471387
8,Router27,0,0.0,2.216194,46.785208,0.149354
8,Router28,0,0.0,8.667564,300.743632,0.901304
8,Router29,0,0.0,8.266116,181.28283,0.470135
8,Router30,0,0.0,9.339978,249.762881,0.347565
8,Router31,0,0.0,9.96593,136.244686,0.688553
8,Router32,0,0.0,5.55002,22.101962,0.503214
9,Router1,0,0.0,4.793464,245.429488,0.936073
9,Router2,1,6.6667,5.801563,294.369861,0.374557
9,Router3,0,0.0,9.367287,141.570167,0.019134
9,Router4,0,0.0,5.210244,166.386668,0.137399
9,Router5,0,0.0,8.663306,230.40987,0.810113
9,Router6,0,0.0,6.72227,66.787865,0.350484
9,Router7,0,0.0,1.661821,40.048413,0.232081
9,Router8,0,0.0,2.479275,241.191114,0.913788
9,Router9,0,0.0,6.151459,59.096749,0.012078
9,Router10,0,0.0,3.762847,250.5356,0.592245
9,Router11,0,0.0,7.621911,54.277918,0.795326
9,Router12,1,6.6667,8.39985,214.468176,0.109131
9,Router13,1,6.6667,2.066518,103.738772,0.261335
9,Router14,0,0.0,3.325611,157.275466,0.49987
9,Router15,0,0.0,3.981284,43.04397,0.243959
9,Router16,1,6.6667,5.118169,26.291197,0.276229
9,Router17,1,6.6667,4.369792,191.615074,0.651851
9,Router18,0,0.0,5.727104,12.300164,0.162158
9,Router19,1,6.6667,9.093451,37.421467,0.032187
9,Router20,0,0.0,6.960161,90.010519,0.836277
9,Router21,0,0.0,10.051299,41.370137,0.180212
9,Router22,0,0.0,6.447099,135.982911,0.001269
9,Router23,1,6.6667,1.412598,193.132754,0.351021
9,Router24,0,0.0,6.599791,222.564976,0.052859
9,Router25,0,0.0,4.764446,52.688007,0.903614
9,Router26,1,6.6667,9.057781,78.42918,0.169553
9,Router27,0,0.0,7.178026,43.410103,0.714889
9,Router28,1,6.6667,6.118061,258.989102,0.831297
9,Router29,1,6.6667,6.500124,193.968233,0.756522
9,Router30,1,6.6667,2.386341,249.498626,0.960867
9,Router31,0,0.0,2.738575,24.30625,0.965591
9,Router32,0,0.0,0.122591,146.574672,0.47907
10,Router1,0,0.0,9.710529,225.34419,0.079114
10,Router2,0,0.0,1.273337,33.311367,0.955683
10,Router3,0,0.0,5.365754,50.079205,0.329186
10,Router4,1,6.6667,7.622801,95.512396,0.138617
10,Router5,0,0.0,1.585098,254.98356,0.66554
10,Router6,0,0.0,1.409859,202.880472,0.245143
10,Router7,1,6.6667,3.064371,139.064301,0.931325
10,Router8,1,6.6667,3.997316,253.924466,0.427127
10,Router9,0,0.0,6.412702,275.304832,0.510815
10,Router10,0,0.0,5.825939,84.553327,0.305573
10,Router11,0,0.0,0.352526,226.592142,0.728143
10,Router12,1,6.6667,3.610173,214.999885,0.752188
10,Router13,0,0.0,9.517716,54.645132,0.444222
10,Router14,0,0.0,4.714977,40.284877,0.494341
10,Router15,0,0.0,4.192854,115.983054,0.2452
10,Router16,0,0.0,6.492902,41.885374,0.105373
10,Router17,0,0.0,0.319568,50.172676,0.400954
10,Router18,0,0.0,4.568146,2.60062,0.948133
10,Router19,1,6.6667,1.507408,23.757317,0.784944
10,Router20,0,0.0,2.986546,266.246669,0.184255
10,Router21,0,0.0,4.042764,223.045069,0.906613
10,Router22,0,0.0,1.723076,104.578778,0.735265
10,Router23,1,6.6667,7.294674,214.853205,0.600169
10,Router24,0,0.0,2.406325,257.369401,0.605148
10,Router25,0,0.0,5.079049,26.452815,0.397547
10,Router26,1,6.6667,8.457828,213.579764,0.430879
10,Router27,1,6.6667,2.684975,105.480425,0.73487
10,Router28,0,0.0,1.067475,228.098749,0.937033
10,Router29,0,0.0,5.200637,37.471674,0.609208
10,Router30,0,0.0,1.222435,250.866374,0.049532
10,Router31,0,0.0,8.734521,175.830033,0.085077
10,Router32,0,0.0,2.838309,256.075223,0.922249
11,Router1,0,0.0,1.795192,138.763857,0.603173
11,Router2,0,0.0,6.840974,158.303811,0.839876
11,Router3,0,0.0,4.629443,190.447367,0.097822
11,Router4,0,0.0,2.17145,92.045966,0.631306
11,Router5,0,0.0,2.027765,86.086246,0.155666
11,Router6,0,0.0,5.418189,9.138569,0.421762
11,Router7,0,0.0,4.141831,78.764365,0.712495
11,Router8,0,0.0,9.288524,10.36613,0.481262
11,Router9,0,0.0,1.5012,47.312439,0.097037
11,Router10,0,0.0,7.19958,297.209399,0.786881
11,Router11,0,0.0,1.445724,179.088693,0.925011
11,Router12,0,0.0,6.142798,151.854048,0.467344
11,Router13,0,0.0,8.986638,125.905725,0.213719
11,Router14,0,0.0,1.319077,60.549707,0.64132
11,Router15,0,0.0,1.599062,244.640898,0.555758
11,Router16,1,6.6667,7.557811,133.222408,0.700996
11,Router17,1,6.6667,9.163716,33.800879,0.969683
11,Router18,0,0.0,2.245379,46.239291,0.79602
11,Router19,1,6.6667,2.022698,306.059161,0.66734
11,Router20,0,0.0,3.127219,112.077164,0.815104
11,Router21,0,0.0,4.168214,188.043904,0.317712
11,Router22,0,0.0,2.361327,22.235857,0.908949
11,Router23,0,0.0,3.530647,101.714787,0.871636
11,Router24,0,0.0,9.045259,71.186418,0.975459
11,Router25,0,0.0,1.691,79.192053,0.160074
11,Router26,0,0.0,4.318205,97.409762,0.172725
11,Router27,0,0.0,1.112229,88.792709,0.335982
11,Router28,1,6.6667,10.076063,128.283108,0.089574
11,Router29,0,0.0,4.495098,52.019581,0.785471
11,Router30,0,0.0,1.423626,192.136909,0.295917
11,Router31,0,0.0,2.666343,143.309947,0.185223
11,Router32,0,0.0,2.358431,222.488244,0.534163
12,Router1,0,0.0,2.210861,149.901477,0.429843
12,Router2,0,0.0,6.673917,246.167535,0.552627
12,Router3,0,0.0,9.56717,79.177393,0.967578
12,Router4,0,0.0,7.033678,195.632025,0.574706
12,Router5,1,6.6667,7.557857,292.297772,0.289234
12,Router6,0,0.0,3.520468,201.651947,0.148277
12,Router7,1,6.6667,0.578159,234.512537,0.585349
12,Router8,0,0.0,0.205618,179.769866,0.233785
12,Router9,1,6.6667,3.306712,74.109305,0.703448
12,Router10,0,0.0,6.331807,248.6004,0.956611
12,Router11,0,0.0,8.860234,170.528853,0.874729
12,Router12,0,0.0,2.328891,52.11456,0.812228
12,Router13,0,0.0,8.379116,172.036311,0.135806
12,Router14,0,0.0,5.773681,229.920592,0.249933
12,Router15,0,0.0,6.049381,204.559655,0.462158
12,Router16,0,0.0,2.833768,169.816717,0.811824
12,Router17,0,0.0,2.265706,146.418542,0.590188
12,Router18,1,6.6667,3.762342,279.367248,0.360682
12,Router19,0,0.0,5.855765,54.275172,0.590822
12,Router20,0,0.0,8.613267,245.618511,0.730294
12,Router21,0,0.0,3.293303,146.679365,0.181051
12,Router22,0,0.0,8.578023,114.606006,0.535585
12,Router23,1,6.6667,1.690552,176.386149,0.135535
12,Router24,0,0.0,8.244997,143.647194,0.167947
12,Router25,0,0.0,4.828541,94.909991,0.957351
12,Router26,0,0.0,3.13928,207.320197,0.68526
12,Router27,0,0.0,4.035466,200.161278,0.7206
12,Router28,0,0.0,3.927617,163.622703,0.225915
12,Router29,0,0.0,1.419572,94.312409,0.161687
12,Router30,0,0.0,1.500406,91.265486,0.048653
12,Router31,1,6.6667,9.875105,267.050997,0.425006
12,Router32,0,0.0,7.718993,119.200513,0.316955
13,Router1,1,6.6667,4.692653,225.95032,0.046631
13,Router2,0,0.0,1.006034,94.048795,0.637827
13,Router3,1,6.6667,5.227666,66.401613,0.640551
13,Router4,1,6.6667,9.41651,161.237736,0.222618
13,Router5,1,6.6667,5.337478,298.507094,0.570789
13,Router6,0,0.0,1.51821,178.693586,0.462553
13,Router7,0,0.0,8.96927,57.458967,0.973147
13,Router8,0,0.0,6.767521,113.734946,0.168784
13,Router9,1,6.6667,9.565199,224.353529,0.325524
13,Router10,1,6.6667,6.909312,186.355332,0.111835
13,Router11,0,0.0,7.204069,37.623589,0.030678
13,Router12,0,0.0,0.901353,124.639019,0.623667
13,Router13,0,0.0,8.587498,90.310385,0.782907
13,Router14,0,0.0,0.433396,145.543553,0.74087
13,Router15,1,6.6667,6.459418,125.111831,0.167886
13,Router16,1,6.6667,3.361449,66.309905,0.437491
13,Router17,0,0.0,0.496765,51.203341,0.071645
13,Router18,0,0.0,7.895704,293.158401,0.706067
13,Router19,0,0.0,8.082194,216.335324,0.464253
13,Router20,1,6.6667,6.311926,194.964836,0.749026
13,Router21,0,0.0,6.71709,285.10903,0.493996
13,Router22,1,6.6667,8.742667,186.931805,0.514605
13,Router23,1,6.6667,9.036387,75.253103,0.598523
13,Router24,0,0.0,9.608132,265.761273,0.256172
13,Router25,1,6.6667,8.72305,149.274974,0.584249
13,Router26,1,6.6667,4.970804,216.966366,0.352418
13,Router27,0,0.0,8.062699,257.623475,0.762201
13,Router28,1,6.6667,6.053215,41.551779,0.825179
13,Router29,0,0.0,4.303528,199.61726,0.335624
13,Router30,1,6.6667,4.571714,142.457545,0.640631
13,Router31,0,0.0,6.670456,14.764649,0.932062
13,Router32,0,0.0,3.403804,80.189038,0.250983
14,Router1,0,0.0,5.891051,290.843549,0.191145
14,Router2,0,0.0,8.317119,63.052879,0.35705
14,Router3,0,0.0,3.512196,230.008018,0.552929
14,Router4,0,0.0,6.26478,53.170065,0.857386
14,Router5,0,0.0,1.058721,133.130915,0.349294
14,Router6,1,6.6667,2.599361,10.027229,0.139763
14,Router7,0,0.0,7.532634,140.21726,0.074802
14,Router8,1,6.6667,5.542817,211.801951,0.166266
14,Router9,0,0.0,5.069802,179.317097,0.78943
14,Router10,0,0.0,1.721729,192.755898,0.931444
14,Router11,0,0.0,2.163713,129.998215,0.96757
14,Router12,0,0.0,3.462922,83.471796,0.753451
14,Router13,0,0.0,9.777035,298.608545,0.164756
14,Router14,0,0.0,2.427847,269.522308,0.420671
14,Router15,1,6.6667,1.01724,94.25998,0.032881
14,Router16,0,0.0,9.534463,52.978702,0.69908
14,Router17,1,6.6667,3.288978,26.776996,0.410438
14,Router18,0,0.0,8.868175,6.774485,0.422118
14,Router19,0,0.0,9.369787,116.659948,0.838774
14,Router20,0,0.0,9.310267,129.170302,0.357925
14,Router21,1,6.6667,1.741026,7.550176,0.040383
14,Router22,1,6.6667,0.878432,134.934443,0.310055
14,Router23,1,6.6667,5.380411,296.420803,0.185039
14,Router24,0,0.0,4.250859,14.969854,0.654136
14,Router25,1,6.6667,8.166925,217.235238,0.80844
14,Router26,0,0.0,0.553391,126.295924,0.799279
14,Router27,1,6.6667,1.908491,125.714004,0.254818
14,Router28,1,6.6667,3.921271,238.083533,0.526335
14,Router29,0,0.0,9.059407,108.922189,0.775147
14,Router30,0,0.0,3.460554,49.405792,0.170612
14,Router31,0,0.0,1.784238,189.095812,0.698656
14,Router32,0,0.0,2.094056,169.238582,0.215721
15,Router1,0,0.0,8.348971,159.317054,0.759289
15,Router2,1,6.6667,1.765049,96.996061,0.190332
15,Router3,0,0.0,3.064372,242.800363,0.033695
15,Router4,1,6.6667,5.203694,55.278532,0.476294
15,Router5,1,6.6667,2.066257,190.05994,0.440072
15,Router6,1,6.6667,1.912258,86.352209,0.23147
15,Router7,1,6.6667,4.820283,63.747969,0.928105
15,Router8,1,6.6667,8.205886,197.137703,0.049073
15,Router9,0,0.0,8.164112,133.482099,0.332366
15,Router10,0,0.0,8.456844,43.717165,0.240406
15,Router11,0,0.0,0.649898,207.762997,0.052222
15,Router12,1,6.6667,4.172364,42.330714,0.408194
15,Router13,0,0.0,6.930943,166.063386,0.246665
15,Router14,0,0.0,4.366,195.557098,0.527826
15,Router15,0,0.0,5.379171,158.920364,0.782008
15,Router16,1,6.6667,1.56927,117.214851,0.735643
15,Router17,1,6.6667,9.696899,211.938588,0.302341
15,Router18,0,0.0,0.786859,198.861598,0.806345
15,Router19,0,0.0,2.537966,31.506297,0.656399
15,Router20,0,0.0,8.27415,246.975252,0.915947
15,Router21,0,0.0,7.670446,192.077343,0.613191
15,Router22,0,0.0,7.345232,56.976784,0.51446
15,Router23,0,0.0,5.706868,14.872953,0.545018
15,Router24,0,0.0,2.822107,266.566693,0.140027
15,Router25,0,0.0,7.54908,150.309474,0.835798
15,Router26,0,0.0,0.497253,57.23315,0.118044
15,Router27,0,0.0,8.604536,175.996449,0.728282
15,Router28,1,6.6667,6.050677,257.521302,0.495362
15,Router29,0,0.0,6.741086,143.786078,0.966299
15,Router30,0,0.0,6.627985,244.386246,0.636871
15,Router31,1,6.6667,1.404378,257.60047,0.743574
15,Router32,0,0.0,1.321014,127.410017,0.404501
16,Router1,1,6.6667,0.614288,276.622982,0.909464
16,Router2,0,0.0,1.143832,141.929816,0.892081
16,Router3,0,0.0,1.802966,78.384668,0.486695
16,Router4,0,0.0,2.30642,43.709799,0.854361
16,Router5,1,6.6667,3.363554,281.309766,0.32069
16,Router6,0,0.0,7.19929,98.672222,0.072549
16,Router7,0,0.0,0.148395,222.011912,0.369357
16,Router8,0,0.0,5.641745,121.427434,0.045718
16,Router9,0,0.0,8.683503,239.487645,0.50207
16,Router10,0,0.0,3.591581,227.379631,0.348018
16,Router11,0,0.0,1.574623,104.032134,0.110473
16,Router12,0,0.0,9.461478,217.909853,0.083897
16,Router13,1,6.6667,9.017055,45.81783,0.93447
16,Router14,1,6.6667,1.686398,117.676744,0.813201
16,Router15,1,6.6667,5.643131,171.100816,0.846545
16,Router16,0,0.0,5.35405,221.573218,0.65553
16,Router17,0,0.0,8.194619,50.168954,0.746774
16,Router18,0,0.0,3.229166,81.992905,0.711025
16,Router19,1,6.6667,9.744553,95.944003,0.716789
16,Router20,1,6.6667,0.999876,28.562289,0.814536
16,Router21,0,0.0,7.887026,128.086843,0.884655
16,Router22,1,6.6667,2.154153,251.91844,0.87537
16,Router23,0,0.0,2.897473,75.16633,0.898048
16,Router24,0,0.0,3.886601,301.357673,0.344629
16,Router25,0,0.0,2.164688,106.813163,0.946286
16,Router26,0,0.0,9.06245,203.256746,0.313233
16,Router27,0,0.0,3.251543,21.630775,0.065843
16,Router28,0,0.0,9.112853,127.842936,0.0
16,Router29,0,0.0,8.263014,85.161722,0.742218
16,Router30,0,0.0,3.78906,73.294579,0.096598
