iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
2,path_Router22_to_Router6,Router21,33.578,2.205,176.274,72.205,0.0,0.8850683841831105,0.4655300461752073,0.37020052577599116,0.4301997390335772
2,path_Router22_to_Router6,Router18,45.965,4.255,73.278,33.189,0.1060363109708788,0.38449103179287164,0.06554942038812987,0.7749301519563346,0.3327517287770537
2,path_Router22_to_Router6,Router15,37.698,9.344,228.617,34.815,0.36926498732736773,0.4053526981601704,0.3324937841066873,0.16451522903478066,0.31790667465725153
2,path_Router22_to_Router6,Router12,40.728,12.071,172.111,3.221,0.5103191434335075,0.0,0.23465400884755713,0.38655931091122725,0.28288311579807296
2,path_Router22_to_Router6,Router9,41.22,17.709,85.544,15.08,0.8019448611182952,0.15215159990762364,0.2187671542510252,0.7267300898691849,0.4748984262865322
2,path_Router22_to_Router6,Router6,44.52,11.863,270.483,81.163,0.49956033724719395,1.0,0.11220898317672494,0.0,0.40294233010597974
3,path_Router22_to_Router6,Router22,16.762,7.119,224.396,25.57,0.2596823035647878,0.32802237274220036,1.0,0.10447565526704487,0.4230450828935083
3,path_Router22_to_Router6,Router25,36.422,21.054,137.541,67.143,1.0,0.8613377463054187,0.34053401314906756,0.4840236324386684,0.6714738479732887
3,path_Router22_to_Router6,Router24,44.343,2.473,19.466,71.114,0.01285661159220103,0.9122793513957308,0.07483563665637981,1.0,0.4999928999110779
3,path_Router22_to_Router6,Router21,32.941,2.231,204.163,74.093,0.0,0.9504951765188835,0.4572990741983093,0.19289191480435938,0.400171541380388
3,path_Router22_to_Router6,Router18,46.574,5.143,85.862,31.883,0.15470435105987354,0.4090081075533662,0.0,0.7098558805792745,0.3183920847981285
3,path_Router22_to_Router6,Router15,35.529,8.299,225.452,36.84,0.3223715667003134,0.47259852216748777,0.3704883939353279,0.09986103706552235,0.3163298799671629
3,path_Router22_to_Router6,Router12,34.165,12.83,128.033,0.0,0.5630877118418955,0.0,0.416241781832819,0.5255726758667705,0.37622554238537126
3,path_Router22_to_Router6,Router9,45.188,19.485,75.743,15.452,0.9166445306274238,0.19822454844006568,0.04649134576680517,0.7540749351069316,0.4788588399853066
3,path_Router22_to_Router6,Router6,39.127,11.945,248.304,77.952,0.5160707644902514,1.0,0.24979873876291414,0.0,0.4414673758132914
4,path_Router22_to_Router6,Router22,14.19,6.651,226.521,28.828,0.2324858903329364,0.27831735943826563,1.0,0.18911853891464234,0.4249804471714611
4,path_Router22_to_Router6,Router25,38.99,21.474,124.292,62.197,1.0,0.7058838603864488,0.27536231884057966,0.5850189180501822,0.6415662743193027
4,path_Router22_to_Router6,Router24,48.289,2.939,17.136,74.408,0.04028374669911459,0.8623468812464764,0.0036524076671341746,1.0,0.4765707589031813
4,path_Router22_to_Router6,Router21,35.474,2.161,202.148,71.135,0.0,0.8204090000512533,0.37809724170172987,0.2835074103764635,0.3705034130323616
4,path_Router22_to_Router6,Router18,48.414,5.054,79.493,31.464,0.1497954745508207,0.3120931782071652,0.0,0.7585111862411366,0.3050999597497806
4,path_Router22_to_Router6,Router15,39.885,9.295,208.922,26.309,0.36938849479625124,0.24604069499256834,0.2492110799438991,0.25727386443290395,0.2804785335414057
4,path_Router22_to_Router6,Router12,35.805,12.893,150.433,7.107,0.555687878630974,0.0,0.3684256661991585,0.4837831453146361,0.3519741725361922
4,path_Router22_to_Router6,Router9,42.859,18.457,80.191,24.656,0.8437839797027908,0.22486033519553073,0.1623129967274427,0.7558080544034328,0.4966913415072993
4,path_Router22_to_Router6,Router6,40.044,11.293,275.355,85.151,0.4728421270646715,1.0,0.24456521739130446,0.0,0.42935183611399397
5,path_Router22_to_Router6,Router22,15.611,6.487,224.429,27.756,0.21452952554329274,0.2740151688100855,1.0,0.02874735533818466,0.37932301242289074
5,path_Router22_to_Router6,Router25,35.02,20.294,115.165,72.517,1.0,0.8417167643253938,0.3282455958190564,0.547072608419275,0.6792587421409313
5,path_Router22_to_Router6,Router24,41.218,2.816,19.687,84.997,0.005688929343497534,1.0,0.11372996919669105,1.0,0.5298547246350471
5,path_Router22_to_Router6,Router21,34.29,2.716,215.844,74.105,0.0,0.8618572914288614,0.3535112310940366,0.06947277540061295,0.3212103244808778
5,path_Router22_to_Router6,Router18,40.364,4.169,76.373,35.935,0.08266014336101943,0.37774902975420444,0.1432873014224899,0.7310936328877334,0.3336975268563618
5,path_Router22_to_Router6,Router15,35.46,8.769,211.978,32.842,0.3443508931619069,0.3385206605281181,0.3130169937355068,0.087812259845732,0.27092520181781593
5,path_Router22_to_Router6,Router12,38.331,12.877,151.588,6.151,0.5780521105927865,0.0,0.21365036514034524,0.37428961774556224,0.29149802336967345
5,path_Router22_to_Router6,Router9,43.296,15.949,87.96,25.237,0.7528160200250313,0.24206681378890493,0.04180943481119989,0.6761273612204818,0.4282049074614045
5,path_Router22_to_Router6,Router6,44.504,11.167,230.489,83.626,0.48077141881897834,0.9826116733886311,0.0,0.0,0.36584577305190236
