iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
19,path_Router3_to_Router9,Router9,0.0,0.227,141.61,48.142,1.0,0.0,1.0,0.9539043793929094,0.7384760948482274
20,path_Router3_to_Router9,Router3,0.0,0.048,133.172,91.806,0.0,1.0,1.0,0.8771429692301658,0.7192857423075414
20,path_Router3_to_Router9,Router6,0.0,0.171,267.324,78.473,0.6988636363636365,0.7153197395110494,1.0,0.0,0.6035458439686715
20,path_Router3_to_Router9,Router9,0.0,0.224,114.382,44.971,1.0,0.0,1.0,1.0,0.75
21,path_Router3_to_Router9,Router3,0.0,0.043,142.07,85.078,0.0,0.8388540734109222,1.0,1.0,0.7097135183527306
21,path_Router3_to_Router9,Router6,0.0,0.179,256.036,91.378,0.7311827956989247,1.0,1.0,0.0,0.6827956989247312
21,path_Router3_to_Router9,Router9,0.0,0.229,144.939,52.283,1.0,0.0,1.0,0.974825825246126,0.7437064563115315
22,path_Router3_to_Router9,Router3,0.0,0.049,145.002,79.365,0.0,1.0,1.0,0.9033037440045815,0.7258259360011454
22,path_Router3_to_Router9,Router6,0.0,0.145,245.948,78.998,0.4682926829268292,0.9853744072051971,1.0,0.0,0.6134167725330066
22,path_Router3_to_Router9,Router9,0.0,0.254,134.196,54.272,1.0,0.0,1.0,1.0,0.75
23,path_Router3_to_Router9,Router3,0.0,0.046,133.138,87.626,0.0,1.0,1.0,0.9119931627551676,0.7279982906887918
23,path_Router3_to_Router9,Router6,0.0,0.167,253.719,80.474,0.6302083333333334,0.7758204557565119,1.0,0.0,0.6015071972724613
23,path_Router3_to_Router9,Router9,0.0,0.238,121.502,55.723,1.0,0.0,1.0,1.0,0.75
24,path_Router3_to_Router9,Router3,0.0,0.049,125.81,85.439,0.0,0.9724229543039317,1.0,0.9202806673774602,0.7231759054203479
24,path_Router3_to_Router9,Router6,0.0,0.143,253.556,86.477,0.5875,1.0,1.0,0.0,0.646875
24,path_Router3_to_Router9,Router9,0.0,0.209,114.744,48.837,1.0,0.0,1.0,1.0,0.75
25,path_Router3_to_Router9,Router3,0.0,0.05,146.983,77.569,0.0,0.6764151193986241,1.0,0.745008635021063,0.6053559386049218
25,path_Router3_to_Router9,Router6,0.0,0.155,239.3,89.751,0.6441717791411044,1.0,1.0,0.0,0.6610429447852761
25,path_Router3_to_Router9,Router9,0.0,0.213,115.386,52.104,1.0,0.0,1.0,1.0,0.75
26,path_Router3_to_Router9,Router3,0.0,0.053,151.305,88.826,0.0,0.9701073071027081,1.0,0.8025130906226347,0.6931550994313357
26,path_Router3_to_Router9,Router6,0.0,0.159,255.216,90.113,0.6347305389221557,1.0,1.0,0.0,0.6586826347305389
26,path_Router3_to_Router9,Router9,0.0,0.22,125.734,47.059,1.0,0.0,1.0,1.0,0.75
27,path_Router3_to_Router9,Router3,0.0,0.053,142.511,83.318,0.0,1.0,1.0,0.9761472606741399,0.744036815168535
27,path_Router3_to_Router9,Router6,0.0,0.166,267.82,79.391,0.5707070707070707,0.8498394004282658,1.0,0.0,0.6051366177838341
27,path_Router3_to_Router9,Router9,0.0,0.251,139.449,57.166,1.0,0.0,1.0,1.0,0.75
28,path_Router3_to_Router9,Router3,0.0,0.051,149.847,77.854,0.0,0.8380297765490654,1.0,0.9077464788732393,0.6864440638555762
28,path_Router3_to_Router9,Router6,0.0,0.169,224.609,84.24,0.644808743169399,1.0,1.0,0.0,0.6612021857923498
28,path_Router3_to_Router9,Router9,0.0,0.234,142.249,44.813,1.0,0.0,1.0,1.0,0.75
29,path_Router3_to_Router9,Router3,0.0,0.049,124.032,76.614,0.0,0.6298228315149975,1.0,1.0,0.6574557078787494
29,path_Router3_to_Router9,Router6,0.0,0.146,229.446,88.252,0.563953488372093,1.0,1.0,0.0,0.6409883720930233
29,path_Router3_to_Router9,Router9,0.0,0.221,127.913,56.813,1.0,0.0,1.0,0.963183258390726,0.7407958145976815
30,path_Router3_to_Router9,Router3,0.0,0.047,128.751,85.938,0.0,0.808201234996926,1.0,1.0,0.7020503087492315
30,path_Router3_to_Router9,Router6,0.0,0.149,269.775,93.113,0.6107784431137725,1.0,1.0,0.0,0.6526946107784432
30,path_Router3_to_Router9,Router9,0.0,0.214,134.602,55.704,1.0,0.0,1.0,0.95851060812344,0.73962765203086
31,path_Router3_to_Router9,Router3,0.0,0.05,120.348,81.682,0.0,0.9336123786324493,1.0,1.0,0.7334030946581123
31,path_Router3_to_Router9,Router6,0.0,0.171,249.329,83.617,0.7034883720930234,1.0,1.0,0.0,0.6758720930232558
31,path_Router3_to_Router9,Router9,0.0,0.222,143.072,54.47,1.0,0.0,1.0,0.8238190121025578,0.7059547530256395
32,path_Router3_to_Router9,Router3,0.0,0.045,126.761,78.768,0.0,0.7540607985480945,1.0,1.0,0.6885151996370236
32,path_Router3_to_Router9,Router6,0.0,0.163,250.59,89.609,0.5756097560975609,1.0,1.0,0.0,0.6439024390243903
32,path_Router3_to_Router9,Router9,0.0,0.25,147.479,45.529,1.0,0.0,1.0,0.8326886270582818,0.7081721567645705
33,path_Router3_to_Router9,Router3,0.0,0.045,152.366,81.129,0.0,1.0,1.0,0.9512970131145645,0.7378242532786411
33,path_Router3_to_Router9,Router6,0.0,0.163,218.23,79.187,0.59,0.9213765182186232,1.0,0.0,0.6278441295546557
33,path_Router3_to_Router9,Router9,0.0,0.245,148.994,56.429,1.0,0.0,1.0,1.0,0.75
34,path_Router3_to_Router9,Router3,0.0,0.052,151.743,82.238,0.0,1.0,1.0,0.9703476652951073,0.7425869163237768
34,path_Router3_to_Router9,Router6,0.0,0.145,268.241,78.806,0.5224719101123595,0.908538535337384,1.0,0.0,0.6077526113624359
34,path_Router3_to_Router9,Router9,0.0,0.23,148.183,44.714,1.0,0.0,1.0,1.0,0.75
35,path_Router3_to_Router9,Router3,0.0,0.053,116.47,85.357,0.0,0.8858444638621895,1.0,1.0,0.7214611159655474
35,path_Router3_to_Router9,Router6,0.0,0.164,210.002,89.015,0.6646706586826348,1.0,1.0,0.0,0.6661676646706587
35,path_Router3_to_Router9,Router9,0.0,0.22,127.587,56.971,1.0,0.0,1.0,0.8811422828550656,0.7202855707137664
36,path_Router3_to_Router9,Router3,0.0,0.046,123.136,80.724,0.0,0.8301870148200425,1.0,1.0,0.7075467537050106
36,path_Router3_to_Router9,Router6,0.0,0.164,267.908,86.499,0.7239263803680983,1.0,1.0,0.0,0.6809815950920246
36,path_Router3_to_Router9,Router9,0.0,0.209,144.384,52.491,1.0,0.0,1.0,0.8532312878180864,0.7133078219545216
37,path_Router3_to_Router9,Router3,0.0,0.055,132.627,84.537,0.0,0.7513200621205707,1.0,1.0,0.6878300155301427
37,path_Router3_to_Router9,Router6,0.0,0.153,223.917,93.344,0.5632183908045977,1.0,1.0,0.0,0.6408045977011494
37,path_Router3_to_Router9,Router9,0.0,0.229,143.225,57.929,1.0,0.0,1.0,0.8839084237046776,0.7209771059261694
38,path_Router3_to_Router9,Router3,0.0,0.05,126.396,79.479,0.0,0.9724288159327837,1.0,0.9668130394933035,0.7348104638565218
38,path_Router3_to_Router9,Router6,0.0,0.142,267.746,80.365,0.4867724867724867,1.0,1.0,0.0,0.6216931216931216
38,path_Router3_to_Router9,Router9,0.0,0.239,121.544,48.23,1.0,0.0,1.0,1.0,0.75
39,path_Router3_to_Router9,Router3,0.0,0.05,128.411,79.992,0.0,0.9377707006369429,1.0,1.0,0.7344426751592357
39,path_Router3_to_Router9,Router6,0.0,0.145,267.149,81.946,0.5459770114942528,1.0,1.0,0.0,0.6364942528735632
39,path_Router3_to_Router9,Router9,0.0,0.224,129.462,50.546,1.0,0.0,1.0,0.9924245700529055,0.7481061425132264
40,path_Router3_to_Router9,Router3,0.0,0.052,127.566,77.89,0.0,0.6334866651584847,1.0,1.0,0.6583716662896212
40,path_Router3_to_Router9,Router6,0.0,0.169,262.902,92.471,0.6685714285714286,1.0,1.0,0.0,0.6671428571428571
40,path_Router3_to_Router9,Router9,0.0,0.227,139.104,52.688,1.0,0.0,1.0,0.914745522255719,0.7286863805639298
41,path_Router3_to_Router9,Router3,0.0,0.051,133.523,83.493,0.0,0.8915993967887871,1.0,0.9966633003433651,0.722065674283038
41,path_Router3_to_Router9,Router6,0.0,0.17,256.885,87.159,0.7212121212121213,1.0,1.0,0.0,0.6803030303030303
41,path_Router3_to_Router9,Router9,0.0,0.216,133.11,53.34,1.0,0.0,1.0,1.0,0.75
42,path_Router3_to_Router9,Router3,0.0,0.053,144.569,85.842,0.0,0.937471646756389,1.0,0.8215327737120549,0.689751105117111
42,path_Router3_to_Router9,Router6,0.0,0.161,263.674,88.323,0.6206896551724138,1.0,1.0,0.0,0.6551724137931034
42,path_Router3_to_Router9,Router9,0.0,0.227,118.695,48.645,1.0,0.0,1.0,1.0,0.75
43,path_Router3_to_Router9,Router3,0.0,0.045,134.015,77.875,0.0,0.6077467950316755,1.0,0.8810772927513015,0.6222060219457443
43,path_Router3_to_Router9,Router6,0.0,0.17,266.018,93.602,0.6157635467980295,1.0,1.0,0.0,0.6539408866995073
43,path_Router3_to_Router9,Router9,0.0,0.248,116.198,53.508,1.0,0.0,1.0,1.0,0.75
44,path_Router3_to_Router9,Router3,0.0,0.054,147.486,92.373,0.0,1.0,1.0,0.761632968078328,0.6904082420195821
44,path_Router3_to_Router9,Router6,0.0,0.159,232.354,91.133,0.5384615384615385,0.9711070205279957,1.0,0.0,0.6273921397473836
44,path_Router3_to_Router9,Router9,0.0,0.249,120.925,49.456,1.0,0.0,1.0,1.0,0.75
45,path_Router3_to_Router9,Router3,0.0,0.047,117.655,88.796,0.0,1.0,1.0,1.0,0.75
45,path_Router3_to_Router9,Router6,0.0,0.144,245.342,82.144,0.4874371859296482,0.8488250534066634,1.0,0.0,0.5840655598340778
45,path_Router3_to_Router9,Router9,0.0,0.246,145.802,44.794,1.0,0.0,1.0,0.7795625239844307,0.6948906309961077
46,path_Router3_to_Router9,Router3,0.0,0.055,124.184,78.702,0.0,0.6454104497284756,1.0,0.9792353153057004,0.656161441258544
46,path_Router3_to_Router9,Router6,0.0,0.166,270.989,92.153,0.68944099378882,1.0,1.0,0.0,0.672360248447205
46,path_Router3_to_Router9,Router9,0.0,0.216,121.071,54.219,1.0,0.0,1.0,1.0,0.75
47,path_Router3_to_Router9,Router3,0.0,0.054,128.314,80.246,0.0,0.7068403908794786,1.0,1.0,0.6767100977198697
47,path_Router3_to_Router9,Router6,0.0,0.172,254.805,91.766,0.6020408163265305,1.0,1.0,0.0,0.6505102040816326
47,path_Router3_to_Router9,Router9,0.0,0.25,144.876,52.47,1.0,0.0,1.0,0.8690657833363638,0.7172664458340909
48,path_Router3_to_Router9,Router3,0.0,0.044,151.676,87.084,0.0,1.0,1.0,0.867019052738458,0.7167547631846145
48,path_Router3_to_Router9,Router6,0.0,0.166,267.808,83.806,0.5674418604651162,0.9218295416607047,1.0,0.0,0.6223178505314553
48,path_Router3_to_Router9,Router9,0.0,0.259,133.864,45.15,1.0,0.0,1.0,1.0,0.75
49,path_Router3_to_Router9,Router3,0.0,0.044,140.909,89.851,0.0,1.0,1.0,0.938871850615319,0.7347179626538297
49,path_Router3_to_Router9,Router6,0.0,0.149,261.831,82.673,0.6104651162790697,0.8077767661078679,1.0,0.0,0.6045604705967345
49,path_Router3_to_Router9,Router9,0.0,0.216,133.036,52.509,1.0,0.0,1.0,1.0,0.75
50,path_Router3_to_Router9,Router3,0.0,0.052,133.232,89.51,0.0,1.0,1.0,1.0,0.75
50,path_Router3_to_Router9,Router6,0.0,0.167,241.133,79.101,0.6764705882352942,0.74066968957098,1.0,0.0,0.6042850694515686
50,path_Router3_to_Router9,Router9,0.0,0.222,147.309,49.372,1.0,0.0,1.0,0.8695378170730578,0.7173844542682645
51,path_Router3_to_Router9,Router3,0.0,0.054,152.239,85.224,0.0,1.0,1.0,0.6394519393724686,0.6598629848431171
51,path_Router3_to_Router9,Router6,0.0,0.151,219.024,83.973,0.57396449704142,0.9687539026400578,1.0,0.0,0.6356795999203695
51,path_Router3_to_Router9,Router9,0.0,0.223,114.583,45.187,1.0,0.0,1.0,1.0,0.75
52,path_Router3_to_Router9,Router3,0.0,0.044,135.367,81.04,0.0,0.9205536247789771,1.0,0.8937542458196581,0.7035769676496588
52,path_Router3_to_Router9,Router6,0.0,0.18,244.565,83.646,0.723404255319149,1.0,1.0,0.0,0.6808510638297872
52,path_Router3_to_Router9,Router9,0.0,0.232,122.386,50.844,1.0,0.0,1.0,1.0,0.75
53,path_Router3_to_Router9,Router3,0.0,0.044,124.137,77.762,0.0,0.9409836065573772,1.0,1.0,0.7352459016393443
53,path_Router3_to_Router9,Router6,0.0,0.159,243.67,79.454,0.5927835051546392,1.0,1.0,0.0,0.6481958762886598
53,path_Router3_to_Router9,Router9,0.0,0.238,137.279,50.784,1.0,0.0,1.0,0.8900554658546176,0.7225138664636543
54,path_Router3_to_Router9,Router3,0.0,0.052,141.002,87.032,0.0,1.0,1.0,0.9485203151452011,0.7371300787863002
54,path_Router3_to_Router9,Router6,0.0,0.145,257.541,81.662,0.4407582938388625,0.8719355146427552,1.0,0.0,0.5781734521204045
54,path_Router3_to_Router9,Router9,0.0,0.263,134.677,45.1,1.0,0.0,1.0,1.0,0.75
55,path_Router3_to_Router9,Router3,0.0,0.043,151.272,79.632,0.0,0.9060583144273594,1.0,0.702887372790989,0.6522364218045871
55,path_Router3_to_Router9,Router6,0.0,0.16,219.166,81.868,0.5342465753424657,1.0,1.0,0.0,0.6335616438356164
55,path_Router3_to_Router9,Router9,0.0,0.262,122.573,58.066,1.0,0.0,1.0,1.0,0.75
56,path_Router3_to_Router9,Router3,0.0,0.051,147.267,88.444,0.0,0.956910193052073,1.0,0.8995248087337127,0.7141087504464465
56,path_Router3_to_Router9,Router6,0.0,0.168,272.014,90.214,0.65,1.0,1.0,0.0,0.6625
56,path_Router3_to_Router9,Router9,0.0,0.231,133.333,49.137,1.0,0.0,1.0,1.0,0.75
57,path_Router3_to_Router9,Router3,0.0,0.054,145.078,81.107,0.0,1.0,1.0,0.9117775547552983,0.7279443886888246
57,path_Router3_to_Router9,Router6,0.0,0.174,222.301,79.873,0.7594936708860759,0.9661063502526919,1.0,0.0,0.6814000052846919
57,path_Router3_to_Router9,Router9,0.0,0.212,137.606,44.699,1.0,0.0,1.0,1.0,0.75
58,path_Router3_to_Router9,Router3,0.0,0.048,117.398,77.679,0.0,0.8376543673755669,1.0,1.0,0.7094135918438917
58,path_Router3_to_Router9,Router6,0.0,0.176,244.796,84.16,0.7485380116959065,1.0,1.0,0.0,0.6871345029239766
58,path_Router3_to_Router9,Router9,0.0,0.219,150.73,44.239,1.0,0.0,1.0,0.7383632396112969,0.6845908099028242
59,path_Router3_to_Router9,Router3,0.0,0.055,116.529,80.742,0.0,0.7888277613203556,1.0,1.0,0.6972069403300889
59,path_Router3_to_Router9,Router6,0.0,0.174,264.543,88.227,0.601010101010101,1.0,1.0,0.0,0.6502525252525253
59,path_Router3_to_Router9,Router9,0.0,0.253,148.392,52.782,1.0,0.0,1.0,0.7847298228545948,0.6961824557136487
60,path_Router3_to_Router9,Router3,0.0,0.047,134.672,86.828,0.0,0.9245566067410295,1.0,0.98035035222243,0.7262267397408648
60,path_Router3_to_Router9,Router6,0.0,0.18,213.301,89.946,0.7307692307692308,1.0,1.0,0.0,0.6826923076923077
60,path_Router3_to_Router9,Router9,0.0,0.229,133.096,48.617,1.0,0.0,1.0,1.0,0.75
61,path_Router3_to_Router9,Router3,0.0,0.044,122.701,77.447,0.0,0.7180405634348227,1.0,1.0,0.6795101408587056
61,path_Router3_to_Router9,Router6,0.0,0.164,211.478,89.097,0.634920634920635,1.0,1.0,0.0,0.6587301587301587
61,path_Router3_to_Router9,Router9,0.0,0.233,135.47,47.779,1.0,0.0,1.0,0.8561677010937517,0.7140419252734379
62,path_Router3_to_Router9,Router3,0.0,0.044,137.467,81.859,0.0,0.9962342045803229,1.0,0.869419693046981,0.7164134744068259
62,path_Router3_to_Router9,Router6,0.0,0.159,272.8,81.994,0.5203619909502262,1.0,1.0,0.0,0.6300904977375565
62,path_Router3_to_Router9,Router9,0.0,0.265,117.141,46.145,1.0,0.0,1.0,1.0,0.75
63,path_Router3_to_Router9,Router3,0.0,0.051,129.87,89.855,0.0,0.9408636673756873,1.0,1.0,0.7352159168439218
63,path_Router3_to_Router9,Router6,0.0,0.174,265.083,92.802,0.6243654822335025,1.0,1.0,0.0,0.6560913705583756
63,path_Router3_to_Router9,Router9,0.0,0.248,149.489,42.968,1.0,0.0,1.0,0.8549030048885832,0.7137257512221458
64,path_Router3_to_Router9,Router3,0.0,0.054,138.867,91.948,0.0,1.0,1.0,0.8515445992440932,0.7128861498110233
64,path_Router3_to_Router9,Router6,0.0,0.169,254.448,91.01,0.6497175141242938,0.9776857931296986,1.0,0.0,0.656850826813498
64,path_Router3_to_Router9,Router9,0.0,0.231,118.717,49.912,1.0,0.0,1.0,1.0,0.75
65,path_Router3_to_Router9,Router3,0.0,0.045,142.517,90.294,0.0,1.0,1.0,1.0,0.75
65,path_Router3_to_Router9,Router6,0.0,0.159,257.78,78.6,0.6551724137931035,0.7208469599675347,1.0,0.0,0.5940048434401596
65,path_Router3_to_Router9,Router9,0.0,0.219,150.236,48.403,1.0,0.0,1.0,0.9330314151115275,0.7332578537778819
66,path_Router3_to_Router9,Router3,0.0,0.048,142.166,85.625,0.0,0.944038785585479,1.0,0.9843613657740558,0.7321000378398836
66,path_Router3_to_Router9,Router6,0.0,0.18,229.029,87.518,0.6197183098591549,1.0,1.0,0.0,0.6549295774647887
66,path_Router3_to_Router9,Router9,0.0,0.261,140.786,53.691,1.0,0.0,1.0,1.0,0.75
67,path_Router3_to_Router9,Router3,0.0,0.043,136.55,90.573,0.0,1.0,1.0,0.8087086233840033,0.7021771558460008
67,path_Router3_to_Router9,Router6,0.0,0.17,204.86,83.361,0.5825688073394495,0.8463406839245767,1.0,0.0,0.6072273728160066
67,path_Router3_to_Router9,Router9,0.0,0.261,120.392,43.638,1.0,0.0,1.0,1.0,0.75
68,path_Router3_to_Router9,Router3,0.0,0.048,144.827,82.646,0.0,1.0,1.0,0.9257793910438847,0.7314448477609712
68,path_Router3_to_Router9,Router6,0.0,0.173,244.04,80.681,0.6249999999999999,0.9398143894146833,1.0,0.0,0.6412035973536708
68,path_Router3_to_Router9,Router9,0.0,0.248,136.873,49.997,1.0,0.0,1.0,1.0,0.75
69,path_Router3_to_Router9,Router3,0.0,0.054,116.103,86.215,0.0,1.0,1.0,1.0,0.75
69,path_Router3_to_Router9,Router6,0.0,0.153,213.28,83.897,0.4852941176470588,0.9465122181969219,1.0,0.0,0.6079515839609952
69,path_Router3_to_Router9,Router9,0.0,0.258,149.538,42.878,1.0,0.0,1.0,0.6559371044588739,0.6639842761147184
70,path_Router3_to_Router9,Router3,0.0,0.045,130.032,89.675,0.0,1.0,1.0,0.9715950250482088,0.7428987562620522
70,path_Router3_to_Router9,Router6,0.0,0.152,225.259,84.056,0.5544041450777202,0.877140045916694,1.0,0.0,0.6078860477486036
70,path_Router3_to_Router9,Router9,0.0,0.238,127.248,43.94,1.0,0.0,1.0,1.0,0.75
71,path_Router3_to_Router9,Router3,0.0,0.044,125.383,83.47,0.0,0.9114586084843361,1.0,0.9100946779145062,0.7053883215997105
71,path_Router3_to_Router9,Router6,0.0,0.169,231.217,86.822,0.641025641025641,1.0,1.0,0.0,0.6602564102564102
71,path_Router3_to_Router9,Router9,0.0,0.239,114.928,48.964,1.0,0.0,1.0,1.0,0.75
72,path_Router3_to_Router9,Router3,0.0,0.046,149.958,83.489,0.0,0.9222842015694434,1.0,0.7109533962245783,0.6583093994485054
72,path_Router3_to_Router9,Router6,0.0,0.159,222.985,85.955,0.5854922279792746,1.0,1.0,0.0,0.6463730569948186
72,path_Router3_to_Router9,Router9,0.0,0.239,120.268,54.224,1.0,0.0,1.0,1.0,0.75
73,path_Router3_to_Router9,Router3,0.0,0.044,141.084,86.074,0.0,1.0,1.0,0.9728142171870793,0.7432035542967699
73,path_Router3_to_Router9,Router6,0.0,0.146,238.631,80.824,0.6071428571428572,0.8173849525200876,1.0,0.0,0.6061319524157363
73,path_Router3_to_Router9,Router9,0.0,0.212,138.358,57.325,1.0,0.0,1.0,1.0,0.75
74,path_Router3_to_Router9,Router3,0.0,0.045,124.87,87.091,0.0,1.0,1.0,1.0,0.75
74,path_Router3_to_Router9,Router6,0.0,0.163,230.707,87.063,0.59,0.9993092900488433,1.0,0.0,0.6473273225122108
